x,y,z
96.12413392652482,310.3372242056801,a
128.32470289750782,308.6781545115662,a
136.72843665077568,291.93727172960575,a
45.55995761188212,322.5185579818925,a
81.43931325822612,272.916724362117,a
61.46596336670847,273.4209213375673,a
119.27474390956675,242.1277092993647,a
36.92865015589307,201.71738842147113,a
102.09129749705978,175.54339090470495,a
123.78156779320791,212.5405616959124,a
159.9340865142443,217.8599850041873,a
173.13644149662883,248.94611869410545,a
147.83541350319564,196.94238761686483,a
168.9934312162674,259.3464443587905,a
188.74833238662222,260.46912313668247,a
167.05521326872167,273.44970244221474,a
187.85677717395325,330.017552436008,a
150.08103831857727,282.36540899882704,a
124.99897041520344,250.47302862241781,a
97.82797287789559,305.7033931438306,a
106.42313999339315,303.968033220905,a
34.873982030355904,294.225404566867,a
67.2139043188462,279.4221117701504,a
68.40311437530436,283.611479935645,a
94.9727944696954,238.9139247165486,a
75.18277033777802,235.9696655972017,a
83.42913268941835,300.9150560746754,a
68.87810575844968,220.8162225094767,a
42.8127285926628,203.39703000580568,a
107.8234723292101,203.20978079108107,a
152.3184888721794,198.26028287647762,a
112.37568309562486,251.60233751686275,a
147.2266003601948,283.281572887323,a
146.02831536050536,276.6964880326559,a
164.95033318087818,277.86673668920656,a
196.42780561353754,265.2800620342532,a
198.25957060686093,316.87403906775296,a
184.440134624566,340.7717160539181,a
168.90680572614346,320.50814328202983,a
105.08459045965402,314.19413441753954,a
113.64794591049625,328.1686904119498,a
40.08235857873191,313.276290969201,a
116.7565460818497,259.681040102916,a
109.98915870807967,246.12328518529677,a
81.05646194940078,235.24105628155115,a
80.2149037773256,246.57910588875558,a
91.8260429561691,182.0290010834791,a
113.40785475972068,200.97419603876557,a
167.38451084469656,202.07687711471766,a
135.20726642389286,209.40423458727616,a
167.50762086643465,199.8885219392116,a
194.64261754496084,203.52699075010304,a
211.11712944700042,251.9757933253006,a
167.50473900389932,225.15471129396838,a
171.4153744932131,311.37424739899484,a
194.4209878532546,237.94213144193702,a
195.6881582280261,294.0111222944506,a
162.40011766211063,273.3224794869699,a
197.35083951342986,305.2889657286362,a
175.58833806127043,306.9183115913853,a
156.8135569478449,294.4230500852805,a
158.08064644050944,276.8294245868543,a
145.04796008488333,275.5693981978886,a
100.97081097649178,187.90693951436043,a
114.89794255912634,157.1727496402632,a
171.25974697747793,137.69493294677255,a
167.60546055934213,147.02687766296236,a
175.4278679968098,182.81186566478203,a
164.05554648979611,168.77951247514835,a
158.55563229133162,156.3383529028257,a
157.42990833216152,186.11880630114774,a
214.9344800779817,167.75097966302974,a
221.10761710749335,222.78221318366803,a
150.12338371073287,205.54402920651233,a
228.77585227286403,278.31981096898284,a
192.3434688112044,320.81549612213746,a
219.08661194402862,288.5815823450987,a
160.8902987271278,321.4982411880911,a
191.54181685237546,309.25556226083654,a
131.56265479542455,307.0178144368039,a
132.8607980253776,299.49834572770345,a
114.06292859554453,255.3642317169714,a
91.07621211424447,271.4917074872566,a
133.14209145851137,231.55455339956671,a
126.14875626042824,233.3931244403244,a
163.6161957934008,184.8573311917691,a
174.0727443080587,234.63044472660727,a
135.6367504794382,218.86349141350792,a
243.28117170155568,219.31996945531932,a
216.97862454939855,212.75138555221866,a
288.9243501472922,257.0512631807791,a
